period,family,p1,p2,sample_phase,peak_to_peak,capture,net_log_per_cycle,long_log_per_cycle,short_log_per_cycle,reversals_per_cycle
24,triangle,0.75,0.0,4,0.002,0.16666666666666788,0.0006666666666666715,0.0003333333333331529,0.00033333333333351856,2.0
24,triangle,0.875,0.0,0,0.002,-0.047619047618899873,-0.0001904761904755995,-9.523809523765512e-05,-9.52380952379446e-05,2.0
24,triangle,0.875,0.0,1,0.002,-0.047619047618899915,-0.00019047619047559967,-9.523809523765508e-05,-9.52380952379446e-05,1.984375
24,triangle,0.875,0.0,2,0.002,-0.0476190476188999,-0.00019047619047559962,-9.523809523765507e-05,-9.52380952379446e-05,2.0
24,triangle,0.875,0.0,3,0.002,-0.04761904761889994,-0.00019047619047559978,-9.523809523765507e-05,-9.52380952379446e-05,2.0
24,triangle,0.875,0.0,4,0.002,-0.0476190476188999,-0.00019047619047559962,-9.523809523765508e-05,-9.52380952379446e-05,2.0
24,pulse,0.25,0.25,0,0.002,-1.0000000000000084,-0.004000000000000034,-0.0020000000000000295,-0.0020000000000000044,2.0
24,pulse,0.25,0.25,1,0.002,-1.0000000000000084,-0.004000000000000034,-0.0020000000000000295,-0.0020000000000000044,2.0
24,pulse,0.25,0.25,2,0.002,-1.0000000000000084,-0.004000000000000034,-0.0020000000000000295,-0.0020000000000000044,2.0
24,pulse,0.25,0.25,3,0.002,-1.0000000000000084,-0.004000000000000034,-0.0020000000000000295,-0.0020000000000000044,2.0
24,pulse,0.25,0.25,4,0.002,-1.0000000000000084,-0.004000000000000034,-0.0020000000000000295,-0.0020000000000000044,2.0
24,pulse,0.25,0.5,0,0.002,-0.6666666666666251,-0.0026666666666665005,-0.0013333333333332017,-0.001333333333333299,2.0
24,pulse,0.25,0.5,1,0.002,-0.6666666666666251,-0.0026666666666665005,-0.0013333333333332017,-0.001333333333333299,2.0
24,pulse,0.25,0.5,2,0.002,-0.6666666666666251,-0.0026666666666665005,-0.0013333333333332017,-0.001333333333333299,2.0
24,pulse,0.25,0.5,3,0.002,-0.6666666666666251,-0.0026666666666665005,-0.0013333333333332017,-0.001333333333333299,2.0
24,pulse,0.25,0.5,4,0.002,-0.6666666666666251,-0.0026666666666665005,-0.0013333333333332017,-0.001333333333333299,2.0
24,pulse,0.25,0.75,0,0.002,-0.7500000000000875,-0.00300000000000035,-0.0015000000000001657,-0.0015000000000001837,2.0
24,pulse,0.25,0.75,1,0.002,-0.7500000000000876,-0.0030000000000003505,-0.0015000000000001657,-0.001500000000000184,2.0
24,pulse,0.25,0.75,2,0.002,-0.7500000000000876,-0.0030000000000003505,-0.0015000000000001657,-0.0015000000000001837,2.0
24,pulse,0.25,0.75,3,0.002,-0.7500000000000876,-0.0030000000000003505,-0.0015000000000001657,-0.001500000000000184,2.0
24,pulse,0.25,0.75,4,0.002,-0.7500000000000875,-0.00300000000000035,-0.0015000000000001657,-0.0015000000000001837,2.0
24,pulse,0.5,0.25,0,0.002,-0.22222222222220558,-0.0008888888888888224,-0.0004444444444444361,-0.00044444444444438614,2.0
24,pulse,0.5,0.25,1,0.002,-0.22222222222220558,-0.0008888888888888224,-0.0004444444444444361,-0.00044444444444438614,2.0
24,pulse,0.5,0.25,2,0.002,-0.22222222222220558,-0.0008888888888888224,-0.0004444444444444361,-0.00044444444444438614,2.0
24,pulse,0.5,0.25,3,0.002,-0.22222222222220558,-0.0008888888888888224,-0.0004444444444444361,-0.00044444444444438614,2.0
24,pulse,0.5,0.25,4,0.002,-0.22222222222220558,-0.0008888888888888224,-0.0004444444444444361,-0.00044444444444438614,2.0
24,pulse,0.5,0.5,0,0.002,2.2497195079074217e-15,8.998878031629687e-18,1.7564075194265172e-17,-8.782037597132586e-18,2.0
24,pulse,0.5,0.5,1,0.002,2.222614453595284e-15,8.890457814381136e-18,1.7564075194265172e-17,-8.72782748850831e-18,2.0
24,pulse,0.5,0.5,2,0.002,2.2768245622195593e-15,9.107298248878237e-18,1.7564075194265172e-17,-8.782037597132586e-18,2.0
24,pulse,0.5,0.5,3,0.002,2.222614453595284e-15,8.890457814381136e-18,1.7564075194265172e-17,-8.72782748850831e-18,2.0
24,pulse,0.5,0.5,4,0.002,2.2497195079074217e-15,8.998878031629687e-18,1.7564075194265172e-17,-8.782037597132586e-18,2.0
24,pulse,0.5,0.75,0,0.002,-0.3333333333334465,-0.001333333333333786,-0.0006666666666669441,-0.000666666666666842,2.0
24,pulse,0.5,0.75,1,0.002,-0.3333333333334465,-0.001333333333333786,-0.0006666666666669441,-0.000666666666666842,2.0
24,pulse,0.5,0.75,2,0.002,-0.3333333333334465,-0.001333333333333786,-0.0006666666666669441,-0.000666666666666842,2.0
24,pulse,0.5,0.75,3,0.002,-0.33333333333344645,-0.0013333333333337858,-0.0006666666666669441,-0.000666666666666842,2.0
24,pulse,0.5,0.75,4,0.002,-0.3333333333334465,-0.001333333333333786,-0.0006666666666669441,-0.000666666666666842,2.0
24,pulse,1.0,0.25,0,0.002,0.16666666666648697,0.0006666666666659479,0.00033333333333308965,0.00033333333333285817,2.0
24,pulse,1.0,0.25,1,0.002,0.166666666666487,0.000666666666665948,0.00033333333333308965,0.00033333333333285817,2.0
24,pulse,1.0,0.25,2,0.002,0.16666666666648697,0.0006666666666659479,0.00033333333333308965,0.00033333333333285817,2.0
24,pulse,1.0,0.25,3,0.002,0.16666666666648694,0.0006666666666659478,0.00033333333333308965,0.00033333333333285817,2.0
24,pulse,1.0,0.25,4,0.002,0.16666666666648697,0.0006666666666659479,0.00033333333333308965,0.00033333333333285817,2.0
24,pulse,1.0,0.5,0,0.002,0.33333333333321347,0.0013333333333328539,0.000666666666666231,0.0006666666666666228,2.0
24,pulse,1.0,0.5,1,0.002,0.33333333333321347,0.0013333333333328539,0.000666666666666231,0.000666666666666623,2.0
24,pulse,1.0,0.5,2,0.002,0.33333333333321347,0.001333333333332854,0.000666666666666231,0.0006666666666666228,2.0
24,pulse,1.0,0.5,3,0.002,0.3333333333332134,0.0013333333333328539,0.000666666666666231,0.000666666666666623,2.0
24,pulse,1.0,0.5,4,0.002,0.33333333333321347,0.0013333333333328539,0.000666666666666231,0.000666666666666623,2.0
24,pulse,1.0,0.75,0,0.002,0.16666666666666788,0.0006666666666666715,0.00033333333333315297,0.00033333333333351856,2.0
24,pulse,1.0,0.75,1,0.002,0.16666666666666788,0.0006666666666666715,0.00033333333333315297,0.00033333333333351856,2.0
24,pulse,1.0,0.75,2,0.002,0.16666666666666788,0.0006666666666666715,0.00033333333333315297,0.00033333333333351856,2.0
24,pulse,1.0,0.75,3,0.002,0.16666666666666788,0.0006666666666666715,0.0003333333333331529,0.00033333333333351856,1.984375
24,pulse,1.0,0.75,4,0.002,0.16666666666666788,0.0006666666666666715,0.0003333333333331529,0.00033333333333351856,2.0
24,phase,0.0,0.0,0,0.005107050807568878,-1.0084921477725692e-14,-1.0516761073109393e-16,-2.0816681711721685e-16,1.0375814790686277e-16,2.0
24,phase,0.0,0.0,1,0.005107050807568878,-1.0064127825194299e-14,-1.0495077029659683e-16,-2.0816681711721685e-16,1.0375814790686277e-16,2.0
24,phase,0.0,0.0,2,0.005107050807568878,-1.0064127825194299e-14,-1.0495077029659683e-16,-2.0816681711721685e-16,1.0375814790686277e-16,2.0
24,phase,0.0,0.0,3,0.005107050807568878,-1.0064127825194299e-14,-1.0495077029659683e-16,-2.0816681711721685e-16,1.0375814790686277e-16,2.0
24,phase,0.0,0.0,4,0.005107050807568878,-1.0043334172662906e-14,-1.0473392986209973e-16,-2.0816681711721685e-16,1.0373104285255064e-16,1.984375
24,phase,0.0,1.5707963267948966,0,0.005294197399922219,0.0688037529363035,0.0008713203435598863,0.0004356601717800998,0.0004356601717797865,2.0
24,phase,0.0,1.5707963267948966,1,0.005294197399922219,0.0688037529363035,0.0008713203435598863,0.0004356601717800998,0.0004356601717797865,2.0
24,phase,0.0,1.5707963267948966,2,0.005294197399922219,0.0688037529363035,0.0008713203435598863,0.00043566017178009984,0.0004356601717797865,2.0
24,phase,0.0,1.5707963267948966,3,0.005294197399922219,0.0688037529363035,0.0008713203435598863,0.00043566017178009984,0.0004356601717797863,2.0
24,phase,0.0,1.5707963267948966,4,0.005294197399922219,0.0688037529363035,0.0008713203435598863,0.00043566017178009984,0.0004356601717797864,1.984375
24,phase,0.0,3.141592653589793,0,0.004875000000000001,-0.22781142841473612,-0.0030754542835989378,-0.00153772714179938,-0.0015377271417995574,4.0
24,phase,0.0,3.141592653589793,1,0.004875000000000001,-0.22781142841473612,-0.0030754542835989378,-0.00153772714179938,-0.0015377271417995574,4.0
24,phase,0.0,3.141592653589793,2,0.004875000000000001,-0.22781142841473612,-0.0030754542835989378,-0.00153772714179938,-0.0015377271417995574,4.0
24,phase,0.0,3.141592653589793,3,0.004875000000000001,-0.22781142841473612,-0.0030754542835989378,-0.00153772714179938,-0.0015377271417995574,4.0
24,phase,0.0,3.141592653589793,4,0.004875000000000001,-0.22781142841473612,-0.0030754542835989378,-0.00153772714179938,-0.0015377271417995574,4.0
24,phase,0.0,4.71238898038469,0,0.005294197399922217,0.03866658886613605,0.000489667845972307,0.0002448339229861624,0.0002448339229861445,2.0
24,phase,0.0,4.71238898038469,1,0.005294197399922217,0.038666588866136116,0.0004896678459723079,0.0002448339229861624,0.0002448339229861445,2.0
24,phase,0.0,4.71238898038469,2,0.005294197399922217,0.038666588866136116,0.0004896678459723079,0.00024483392298616245,0.0002448339229861445,2.0
24,phase,0.0,4.71238898038469,3,0.005294197399922217,0.038666588866136116,0.0004896678459723079,0.0002448339229861624,0.0002448339229861445,2.0
24,phase,0.0,4.71238898038469,4,0.005294197399922217,0.038666588866136116,0.0004896678459723079,0.0002448339229861624,0.0002448339229861446,2.0
24,phase,1.5707963267948966,0.0,0,0.005633481254524725,0.05310895392662185,0.0006994897427836477,0.00034974487139160425,0.00034974487139204406,2.0
24,phase,1.5707963267948966,0.0,1,0.005633481254524725,0.05310895392662189,0.0006994897427836481,0.0003497448713916043,0.00034974487139204406,2.0
24,phase,1.5707963267948966,0.0,2,0.005633481254524725,0.05310895392662187,0.000699489742783648,0.00034974487139160425,0.00034974487139204406,2.0
24,phase,1.5707963267948966,0.0,3,0.005633481254524725,0.053108953926621884,0.0006994897427836481,0.0003497448713916043,0.00034974487139204406,2.0
24,phase,1.5707963267948966,0.0,4,0.005633481254524725,0.053108953926621884,0.0006994897427836481,0.00034974487139160425,0.00034974487139204406,2.0
24,phase,1.5707963267948966,1.5707963267948966,0,0.005283736383133137,0.07890396760507586,0.0009820508075690806,0.0004910254037845943,0.0004910254037844879,2.0
24,phase,1.5707963267948966,1.5707963267948966,1,0.005283736383133137,0.07890396760507586,0.0009820508075690806,0.0004910254037845938,0.0004910254037844879,2.0
24,phase,1.5707963267948966,1.5707963267948966,2,0.005283736383133137,0.07890396760507586,0.0009820508075690806,0.0004910254037845944,0.0004910254037844879,2.0
24,phase,1.5707963267948966,1.5707963267948966,3,0.005283736383133137,0.07890396760507586,0.0009820508075690803,0.0004910254037845938,0.0004910254037844879,2.0
24,phase,1.5707963267948966,1.5707963267948966,4,0.005283736383133137,0.07890396760507586,0.0009820508075690806,0.0004910254037845943,0.0004910254037844879,2.0
24,phase,1.5707963267948966,3.141592653589793,0,0.005535533905932737,0.04781550514167844,0.0005355339059323313,0.00026776695296620607,0.0002677669529661253,2.0
24,phase,1.5707963267948966,3.141592653589793,1,0.005535533905932737,0.04781550514167848,0.0005355339059323317,0.00026776695296620607,0.0002677669529661253,2.0
24,phase,1.5707963267948966,3.141592653589793,2,0.005535533905932737,0.04781550514167844,0.0005355339059323313,0.00026776695296620607,0.0002677669529661253,2.0
24,phase,1.5707963267948966,3.141592653589793,3,0.005535533905932737,0.04781550514167845,0.0005355339059323313,0.00026776695296620607,0.0002677669529661253,2.0
24,phase,1.5707963267948966,3.141592653589793,4,0.005535533905932737,0.04781550514167844,0.0005355339059323313,0.00026776695296620607,0.0002677669529661253,2.0
24,phase,1.5707963267948966,4.71238898038469,0,0.005473076211353316,-0.13530052945069,-0.0014820508075689821,-0.0007410254037845552,-0.0007410254037844272,2.0
24,phase,1.5707963267948966,4.71238898038469,1,0.005473076211353316,-0.13530052945068996,-0.0014820508075689821,-0.0007410254037845552,-0.0007410254037844272,2.0
24,phase,1.5707963267948966,4.71238898038469,2,0.005473076211353316,-0.13530052945068996,-0.0014820508075689821,-0.0007410254037845552,-0.0007410254037844272,2.0
24,phase,1.5707963267948966,4.71238898038469,3,0.005473076211353316,-0.13530052945069002,-0.0014820508075689826,-0.0007410254037845552,-0.0007410254037844272,2.0
24,phase,1.5707963267948966,4.71238898038469,4,0.005473076211353316,-0.13530052945068996,-0.0014820508075689821,-0.0007410254037845552,-0.0007410254037844272,2.0
24,phase,3.141592653589793,0.0,0,0.005,-2.392973254221774e-15,-2.813504637599884e-17,-1.0245710529988017e-16,7.45931094670027e-17,2.0
24,phase,3.141592653589793,0.0,1,0.005,-2.379141038879451e-15,-2.7972416050126014e-17,-1.0229447497400734e-16,7.45931094670027e-17,2.0
24,phase,3.141592653589793,0.0,2,0.005,-2.3975839926692145e-15,-2.8189256484623115e-17,-1.0234868508263162e-16,7.45931094670027e-17,2.0
24,phase,3.141592653589793,0.0,3,0.005,-2.379141038879451e-15,-2.7972416050126014e-17,-1.0229447497400734e-16,7.45931094670027e-17,2.0
24,phase,3.141592653589793,0.0,4,0.005,-2.397583992669215e-15,-2.8189256484623115e-17,-1.0234868508263162e-16,7.45931094670027e-17,2.0
24,phase,3.141592653589793,1.5707963267948966,0,0.004888647331538603,-1.5410622631619863e-14,-1.8149544367407344e-16,-5.724587470723463e-17,-1.240327285323417e-16,2.0
24,phase,3.141592653589793,1.5707963267948966,1,0.004888647331538603,-1.5355387425054917e-14,-1.8084492237058214e-16,-5.681219383824043e-17,-1.240327285323417e-16,2.0
24,phase,3.141592653589793,1.5707963267948966,2,0.004888647331538603,-1.5392210896098213e-14,-1.8127860323957634e-16,-5.724587470723463e-17,-1.240327285323417e-16,2.0
24,phase,3.141592653589793,1.5707963267948966,3,0.004888647331538603,-1.5355387425054917e-14,-1.8084492237058214e-16,-5.702903427273753e-17,-1.240327285323417e-16,2.0
24,phase,3.141592653589793,1.5707963267948966,4,0.004888647331538603,-1.5392210896098216e-14,-1.8127860323957634e-16,-5.724587470723463e-17,-1.240327285323417e-16,2.0
24,phase,3.141592653589793,3.141592653589793,0,0.0042320508075688774,-0.22782041965275432,-0.0024896678459719514,-0.0012448339229860239,-0.0012448339229859276,2.0
24,phase,3.141592653589793,3.141592653589793,1,0.0042320508075688774,-0.22782041965275424,-0.0024896678459719506,-0.0012448339229860239,-0.0012448339229859276,2.0
24,phase,3.141592653589793,3.141592653589793,2,0.0042320508075688774,-0.22782041965275435,-0.002489667845971952,-0.0012448339229860239,-0.0012448339229859276,2.0
24,phase,3.141592653589793,3.141592653589793,3,0.0042320508075688774,-0.22782041965275426,-0.002489667845971951,-0.0012448339229860239,-0.0012448339229859276,2.0
24,phase,3.141592653589793,3.141592653589793,4,0.0042320508075688774,-0.22782041965275432,-0.0024896678459719514,-0.0012448339229860239,-0.0012448339229859276,2.0
24,phase,3.141592653589793,4.71238898038469,0,0.004888647331538604,-0.2465660825698007,-0.002903881408345168,-0.0014519407041727094,-0.0014519407041724591,2.0
24,phase,3.141592653589793,4.71238898038469,1,0.004888647331538604,-0.2465660825698007,-0.002903881408345168,-0.0014519407041727094,-0.0014519407041724591,2.0
24,phase,3.141592653589793,4.71238898038469,2,0.004888647331538604,-0.24656608256980078,-0.002903881408345168,-0.0014519407041727094,-0.0014519407041724591,2.0
24,phase,3.141592653589793,4.71238898038469,3,0.004888647331538604,-0.2465660825698007,-0.0029038814083451677,-0.0014519407041727094,-0.0014519407041724591,2.0
24,phase,3.141592653589793,4.71238898038469,4,0.004888647331538604,-0.24656608256980073,-0.002903881408345168,-0.0014519407041727094,-0.0014519407041724591,2.0
24,phase,4.71238898038469,0.0,0,0.005633481254524727,0.16699687252984197,0.0021994897427836235,0.0010997448713918586,0.0010997448713917649,2.0
24,phase,4.71238898038469,0.0,1,0.005633481254524727,0.16699687252984194,0.002199489742783623,0.0010997448713918586,0.0010997448713917649,2.0
24,phase,4.71238898038469,0.0,2,0.005633481254524727,0.16699687252984197,0.0021994897427836235,0.0010997448713918586,0.0010997448713917649,2.0
24,phase,4.71238898038469,0.0,3,0.005633481254524727,0.16699687252984194,0.002199489742783623,0.0010997448713918586,0.0010997448713917649,2.0
24,phase,4.71238898038469,0.0,4,0.005633481254524727,0.16699687252984197,0.0021994897427836235,0.0010997448713918586,0.0010997448713917649,2.0
24,phase,4.71238898038469,1.5707963267948966,0,0.005473076211353317,-0.008774932866360352,-9.61185916548285e-05,-4.8059295827277234e-05,-4.8059295827551564e-05,2.0
24,phase,4.71238898038469,1.5707963267948966,1,0.005473076211353317,-0.008774932866360392,-9.611859165482893e-05,-4.805929582727721e-05,-4.8059295827551564e-05,2.0
24,phase,4.71238898038469,1.5707963267948966,2,0.005473076211353317,-0.008774932866360392,-9.611859165482893e-05,-4.805929582727716e-05,-4.8059295827551564e-05,2.0
24,phase,4.71238898038469,1.5707963267948966,3,0.005473076211353317,-0.008774932866360392,-9.611859165482893e-05,-4.8059295827277166e-05,-4.8059295827551564e-05,2.0
24,phase,4.71238898038469,1.5707963267948966,4,0.005473076211353317,-0.008774932866360352,-9.61185916548285e-05,-4.805929582727717e-05,-4.8059295827551564e-05,2.0
24,phase,4.71238898038469,3.141592653589793,0,0.005535533905932737,0.22161157647824792,0.0024820508075688954,0.0012410254037845427,0.001241025403784352,2.0
24,phase,4.71238898038469,3.141592653589793,1,0.005535533905932737,0.22161157647824806,0.0024820508075688967,0.0012410254037845431,0.001241025403784352,2.0
24,phase,4.71238898038469,3.141592653589793,2,0.005535533905932737,0.22161157647824797,0.002482050807568896,0.0012410254037845431,0.001241025403784352,2.0
24,phase,4.71238898038469,3.141592653589793,3,0.005535533905932737,0.221611576478248,0.0024820508075688963,0.0012410254037845433,0.001241025403784352,2.0
24,phase,4.71238898038469,3.141592653589793,4,0.005535533905932737,0.22161157647824792,0.0024820508075688954,0.001241025403784543,0.001241025403784352,2.0
24,phase,4.71238898038469,4.71238898038469,0,0.005283736383133139,0.0014421478880976945,1.7949192431348376e-05,8.97459621567759e-06,8.974596215670095e-06,2.0
24,phase,4.71238898038469,4.71238898038469,1,0.005283736383133139,0.0014421478880976594,1.7949192431347943e-05,8.974596215677563e-06,8.974596215670095e-06,2.0
24,phase,4.71238898038469,4.71238898038469,2,0.005283736383133139,0.0014421478880976945,1.7949192431348376e-05,8.974596215677603e-06,8.974596215670095e-06,2.0
24,phase,4.71238898038469,4.71238898038469,3,0.005283736383133139,0.0014421478880976594,1.7949192431347943e-05,8.974596215677576e-06,8.974596215670095e-06,2.0
24,phase,4.71238898038469,4.71238898038469,4,0.005283736383133139,0.0014421478880976947,1.7949192431348376e-05,8.97459621567759e-06,8.974596215670095e-06,2.0
48,triangle,0.125,0.0,0,0.002,0.45238095238093995,0.0018095238095237598,0.0009047619047619076,0.000904761904761852,2.0
48,triangle,0.125,0.0,1,0.002,0.4523809523809399,0.0018095238095237596,0.0009047619047619076,0.0009047619047618519,2.0
48,triangle,0.125,0.0,2,0.002,0.45238095238093995,0.0018095238095237598,0.0009047619047619076,0.0009047619047618519,2.0
48,triangle,0.125,0.0,3,0.002,0.4523809523809399,0.0018095238095237596,0.0009047619047619076,0.0009047619047618519,2.0
48,triangle,0.125,0.0,4,0.002,0.4523809523809399,0.0018095238095237596,0.0009047619047619076,0.000904761904761852,2.0
48,triangle,0.25,0.0,0,0.002,0.5833333333332712,0.002333333333333085,0.0011666666666663027,0.0011666666666667823,2.0
48,triangle,0.25,0.0,1,0.002,0.5833333333332712,0.002333333333333085,0.0011666666666663027,0.0011666666666667823,2.0
48,triangle,0.25,0.0,2,0.002,0.5833333333332712,0.002333333333333085,0.0011666666666663027,0.0011666666666667823,2.0
48,triangle,0.25,0.0,3,0.002,0.5833333333332712,0.002333333333333085,0.0011666666666663027,0.0011666666666667823,2.0
48,triangle,0.25,0.0,4,0.002,0.5833333333332712,0.002333333333333085,0.0011666666666663027,0.0011666666666667823,2.0
48,triangle,0.5,0.0,0,0.002,0.6666666666666488,0.002666666666666595,0.001333333333333372,0.0013333333333332234,2.0
48,triangle,0.5,0.0,1,0.002,0.6666666666666488,0.002666666666666595,0.001333333333333372,0.0013333333333332234,2.0
48,triangle,0.5,0.0,2,0.002,0.6666666666666488,0.002666666666666595,0.001333333333333372,0.0013333333333332234,2.0
48,triangle,0.5,0.0,3,0.002,0.6666666666666488,0.002666666666666595,0.001333333333333372,0.0013333333333332234,2.0
48,triangle,0.5,0.0,4,0.002,0.6666666666666488,0.002666666666666595,0.001333333333333372,0.0013333333333332234,2.0
48,triangle,0.75,0.0,0,0.002,0.5833333333332795,0.002333333333333118,0.001166666666666578,0.0011666666666665403,2.0
48,triangle,0.75,0.0,1,0.002,0.5833333333332795,0.002333333333333118,0.001166666666666578,0.0011666666666665403,2.0
48,triangle,0.75,0.0,2,0.002,0.5833333333332795,0.002333333333333118,0.001166666666666578,0.0011666666666665403,2.0
48,triangle,0.75,0.0,3,0.002,0.5833333333332796,0.0023333333333331184,0.001166666666666578,0.0011666666666665403,2.0
48,triangle,0.75,0.0,4,0.002,0.5833333333332795,0.002333333333333118,0.001166666666666578,0.0011666666666665403,2.0
48,triangle,0.875,0.0,0,0.002,0.4523809523809755,0.0018095238095239019,0.0009047619047621244,0.0009047619047617778,2.0
48,triangle,0.875,0.0,1,0.002,0.4523809523809755,0.0018095238095239019,0.0009047619047621244,0.0009047619047617778,2.0
48,triangle,0.875,0.0,2,0.002,0.4523809523809754,0.0018095238095239016,0.0009047619047621244,0.0009047619047617778,2.0
48,triangle,0.875,0.0,3,0.002,0.4523809523809754,0.0018095238095239016,0.0009047619047621244,0.0009047619047617778,2.0
48,triangle,0.875,0.0,4,0.002,0.45238095238097537,0.0018095238095239014,0.0009047619047621244,0.0009047619047617778,1.984375
48,pulse,0.25,0.25,0,0.002,-0.22222222222220553,-0.0008888888888888221,-0.0004444444444444361,-0.00044444444444438614,2.0
48,pulse,0.25,0.25,1,0.002,-0.22222222222220553,-0.0008888888888888221,-0.0004444444444444361,-0.00044444444444438624,2.0
48,pulse,0.25,0.25,2,0.002,-0.2222222222222055,-0.000888888888888822,-0.0004444444444444361,-0.0004444444444443862,2.0
48,pulse,0.25,0.25,3,0.002,-0.22222222222220553,-0.0008888888888888221,-0.0004444444444444361,-0.0004444444444443862,2.0
48,pulse,0.25,0.25,4,0.002,-0.22222222222220553,-0.0008888888888888221,-0.0004444444444444361,-0.00044444444444438614,2.0
48,pulse,0.25,0.5,0,0.002,0.16666666666666358,0.0006666666666666543,0.0003333333333333403,0.00033333333333331386,2.0
48,pulse,0.25,0.5,1,0.002,0.16666666666666355,0.0006666666666666542,0.0003333333333333403,0.00033333333333331386,2.0
48,pulse,0.25,0.5,2,0.002,0.1666666666666636,0.0006666666666666544,0.0003333333333333403,0.00033333333333331386,2.0
48,pulse,0.25,0.5,3,0.002,0.16666666666666355,0.0006666666666666542,0.0003333333333333403,0.00033333333333331386,2.0
48,pulse,0.25,0.5,4,0.002,0.16666666666666358,0.0006666666666666543,0.0003333333333333403,0.00033333333333331386,2.0
48,pulse,0.25,0.75,0,0.002,-6.396792817664476e-14,-2.5587171270657905e-16,-1.7878493824285968e-16,-7.681572392059799e-17,2.0
48,pulse,0.25,0.75,1,0.002,-6.391371806802049e-14,-2.5565487227208195e-16,-1.7878493824285968e-16,-7.686993402922226e-17,2.0
48,pulse,0.25,0.75,2,0.002,-6.396792817664476e-14,-2.5587171270657905e-16,-1.7878493824285968e-16,-7.681572392059799e-17,2.0
48,pulse,0.25,0.75,3,0.002,-6.394082312233262e-14,-2.557632924893305e-16,-1.7878493824285968e-16,-7.684282897491013e-17,2.0
48,pulse,0.25,0.75,4,0.002,-6.396792817664476e-14,-2.5587171270657905e-16,-1.7878493824285968e-16,-7.681572392059799e-17,2.0
48,pulse,0.5,0.25,0,0.002,0.3333333333331782,0.001333333333332713,0.0006666666666664722,0.0006666666666662409,2.0
48,pulse,0.5,0.25,1,0.002,0.3333333333331782,0.001333333333332713,0.0006666666666664722,0.0006666666666662409,2.0
48,pulse,0.5,0.25,2,0.002,0.3333333333331782,0.001333333333332713,0.0006666666666664722,0.0006666666666662408,2.0
48,pulse,0.5,0.25,3,0.002,0.3333333333331782,0.001333333333332713,0.0006666666666664722,0.0006666666666662408,2.0
48,pulse,0.5,0.25,4,0.002,0.3333333333331782,0.001333333333332713,0.0006666666666664722,0.0006666666666662409,2.0
48,pulse,0.5,0.5,0,0.002,0.4999999999998687,0.001999999999999475,0.0009999999999995416,0.0009999999999999332,2.0
48,pulse,0.5,0.5,1,0.002,0.4999999999998687,0.001999999999999475,0.0009999999999995416,0.0009999999999999332,2.0
48,pulse,0.5,0.5,2,0.002,0.4999999999998686,0.0019999999999994744,0.0009999999999995416,0.0009999999999999332,2.0
48,pulse,0.5,0.5,3,0.002,0.4999999999998686,0.0019999999999994744,0.0009999999999995416,0.0009999999999999332,2.0
